"id","Name","Full Name","DOB","IPL Team","Country","isCapped","Role","Batting Style","Bowling Style","ImageUrl"
"595954","Duan Jansen","D Jansen","2000-5-1","","South Africa","false","all-rounder","right-hand bat","left-arm fast","/db/PICTURES/CMS/366300/366302.2.png"
"596417","Brydon Carse","BA Carse","1995-7-31","","England","true","all-rounder","right-hand bat","right-arm fast","/db/PICTURES/CMS/325900/325908.1.png"
"604593","Vishnu Solanki","VP Solanki","1992-10-15","","India","false","wk/batsman","right-hand bat","right-arm offbreak","/db/PICTURES/CMS/315800/315856.jpg"
"605575","Matthew Short","MW Short","1995-11-8","","Australia","true","all-rounder","right-hand bat","right-arm offbreak","/db/PICTURES/CMS/384200/384252.1.png"
"625960","Kyle Jamieson","KA Jamieson","1994-12-30","","New Zealand","true","bowler","right-hand bat","right-arm fast-medium","/db/PICTURES/CMS/321200/321236.1.png"
"627214","Saurabh Kumar","Saurabh Kumar","1993-5-1","","India","false","all-rounder","left-hand bat","slow left-arm orthodox","/db/PICTURES/CMS/263600/263629.jpg"
"629074","Kusal Mendis","BKG Mendis","1995-2-2","","Sri Lanka","true","wk/batsman","right-hand bat","legbreak","/db/PICTURES/CMS/319800/319866.2.png"
"642525","Sarfaraz Khan","SN Khan","1997-10-22","","India","true","all-rounder","right-hand bat","legbreak","/db/PICTURES/CMS/386300/386338.16.png"
"643433","George Garton","GHS Garton","1997-4-15","","England","true","all-rounder","left-hand bat","left-arm fast","/db/PICTURES/CMS/324300/324377.1.png"
"652361","Atit Sheth","AA Sheth","1996-2-3","","India","false","all-rounder","right-hand bat","right-arm medium","/db/PICTURES/CMS/179400/179451.1.jpg"
"662235","Josh Inglis","JP Inglis","1995-3-4","","Australia","true","wk/batsman","right-hand bat","","/db/PICTURES/CMS/324200/324232.2.png"
"669365","Phil Salt","PD Salt","1996-8-28","","England","true","wk/batsman","right-hand bat","right-arm offbreak","/db/PICTURES/CMS/383100/383141.1.png"
"670013","Fabian Allen","FA Allen","1995-5-7","","West Indies","true","all-rounder","right-hand bat","slow left-arm orthodox","/db/PICTURES/CMS/321900/321999.1.png"
"670035","Brandon King","BA King","1994-12-16","","West Indies","true","batsman","right-hand bat","","/db/PICTURES/CMS/321900/321983.1.png"
"677081","Keemo Paul","KMA Paul","1998-2-21","","West Indies","true","all-rounder","right-hand bat","right-arm fast-medium","/db/PICTURES/CMS/355400/355400.1.png"
"679567","Ben Dwarshuis","BJ Dwarshuis","1994-6-23","","Australia","true","bowler","left-hand bat","left-arm fast-medium","/db/PICTURES/CMS/220000/220099.1.jpg"
"698189","Wiaan Mulder","PWA Mulder","1998-2-19","","South Africa","true","all-rounder","right-hand bat","right-arm medium","/db/PICTURES/CMS/322000/322086.1.png"
"699491","Abhimanyu Easwaran","AR Easwaran","1995-9-6","","India","false","batsman","right-hand bat","legbreak googly","/db/PICTURES/CMS/326400/326487.1.png"
"699493","Writtick Chatterjee","WB Chatterjee","1992-9-28","","India","false","all-rounder","right-hand bat","right-arm offbreak",""
"699501","Naushad Shaikh","NS Shaikh","1991-10-15","","India","false","batsman","right-hand bat","right-arm offbreak",""
"714455","Sumit Ghadigaonkar","S Ghadigaonkar","1992-4-11","","India","false","wk/batsman","right-hand bat","",""
"714605","Pulkit Narang","P Narang","1994-6-18","","India","false","bowler","right-hand bat","right-arm offbreak","/db/PICTURES/CMS/353900/353933.1.png"
"720465","Virat Singh","Virat Singh","1997-12-8","","India","false","batsman","left-hand bat","legbreak googly",""
"722597","Akash Vashisht","AP Vasisht","1994-12-17","","India","false","all-rounder","left-hand bat","slow left-arm orthodox","/db/PICTURES/CMS/314900/314993.jpg"
"731381","Saransh Jain","SS Jain","1993-3-31","","India","false","all-rounder","left-hand bat","right-arm offbreak","/db/PICTURES/CMS/388300/388397.png"
"732291","Basil Thampi","Basil Thampi","1993-9-11","","India","false","bowler","right-hand bat","right-arm fast-medium","/db/PICTURES/CMS/309000/309057.jpg"
"777537","KC Cariappa","KC Cariappa","1994-4-13","","India","false","bowler","right-hand bat","legbreak","/db/PICTURES/CMS/356800/356801.1.png"
"778241","Krishnan Shrijith","KL Shrijith","1996-8-12","","India","false","wk/batsman","left-hand bat","right-arm offbreak",""
"784367","Charith Asalanka","KIC Asalanka","1997-6-29","","Sri Lanka","true","all-rounder","left-hand bat","right-arm offbreak","/db/PICTURES/CMS/348500/348599.1.png"
"784375","Lahiru Kumara","CBRLS Kumara","1997-2-13","","Sri Lanka","true","bowler","left-hand bat","right-arm fast","/db/PICTURES/CMS/322900/322942.1.png"
"805235","Himmat Singh","Himmat Singh","1996-11-8","","India","false","batsman","right-hand bat","right-arm offbreak","/db/PICTURES/CMS/199700/199729.jpg"
"806241","Richard Ngarava","R Ngarava","1997-12-29","","Zimbabwe","true","bowler","left-hand bat","left-arm fast-medium","/db/PICTURES/CMS/348500/348597.1.png"
"820355","Shubham Pundir","SS Pundir","1998-10-16","","India","false","all-rounder","left-hand bat","legbreak googly",""
"820691","Odean Smith","OF Smith","1996-11-1","","West Indies","true","all-rounder","right-hand bat","right-arm fast-medium","/db/PICTURES/CMS/351800/351853.1.png"
"826349","Salman Nizar","Salman Nizar","1997-6-30","","India","false","batsman","left-hand bat","right-arm offbreak",""
"826901","Daniel Sams","DR Sams","1992-10-27","","Australia","true","all-rounder","right-hand bat","left-arm fast-medium","/db/PICTURES/CMS/321500/321573.3.png"
"827051","Blessing Muzarabani","B Muzarabani","1996-10-2","","Zimbabwe","true","bowler","right-hand bat","right-arm fast-medium","/db/PICTURES/CMS/321400/321471.1.png"
"851259","Anmol Malhotra","A Malhotra","1995-11-29","","India","false","wk/batsman","right-hand bat","right-arm offbreak",""
"857979","George Scrimshaw","GLS Scrimshaw","1998-2-10","","England","true","bowler","right-hand bat","right-arm medium-fast","/db/PICTURES/CMS/387500/387543.5.png"
"906783","Obed McCoy","OC McCoy","1997-1-4","","West Indies","true","bowler","left-hand bat","left-arm fast-medium","/db/PICTURES/CMS/322000/322031.1.png"
"914171","Qais Ahmad","Qais Ahmad","2000-8-15","","Afghanistan","true","all-rounder","right-hand bat","legbreak","/db/PICTURES/CMS/296500/296532.1.jpg"
"914567","Oshane Thomas","O Thomas","1997-2-18","","West Indies","true","bowler","left-hand bat","right-arm fast","/db/PICTURES/CMS/322000/322032.1.png"
"917231","BR Sharath","BR Sharath","1996-9-28","","India","false","wk/batsman","right-hand bat","",""
"921509","Ibrahim Zadran","Ibrahim Zadran","2001-12-12","","Afghanistan","true","batsman","right-hand bat","right-arm medium-fast","/db/PICTURES/CMS/383200/383225.1.png"
"924007","Sanjay Pahal","S Pahal","1993-6-29","","India","false","all-rounder","right-hand bat","right-arm medium",""
"924377","Mohit Ahlawat","Mohit Ahlawat","1995-12-25","","India","false","wk/batsman","right-hand bat","","/db/PICTURES/CMS/281400/281400.jpg"
"924461","Ravi Chauhan","Ravi Chauhan","1993-9-17","","India","false","all-rounder","right-hand bat","legbreak googly",""
"926639","Kaushik Maity","Kaushik Maity","1999-10-14","","India","false","all-rounder","left-hand bat","slow left-arm orthodox",""
"942657","Amandeep Khare","AN Khare","1997-8-5","","India","false","batsman","right-hand bat","right-arm medium","/db/PICTURES/CMS/314900/314903.jpg"
"955091","Rajat Dey","RA Dey","1996-12-31","","India","false","batsman","right-hand bat","right-arm offbreak",""
"956023","Mrinmoy Dutta","MK Dutta","1998-11-24","","India","false","bowler","left-hand bat","left-arm medium-fast",""
"956311","Ashwin Das","Ashwin Das","1995-12-16","","India","false","all-rounder","right-hand bat","right-arm medium",""
"959759","Finn Allen","FH Allen","1999-4-22","","New Zealand","true","batsman","right-hand bat","","/db/PICTURES/CMS/383100/383164.1.png"
"959833","Wes Agar","WA Agar","1997-2-5","","Australia","true","all-rounder","right-hand bat","right-arm fast","/db/PICTURES/CMS/231100/231137.1.jpg"
"960759","Vishal Godara","VS Godara","2003-2-23","","India","false","bowler","left-hand bat","right-arm offbreak",""
"961713","Riley Meredith","RP Meredith","1996-6-21","","Australia","true","bowler","right-hand bat","right-arm fast","/db/PICTURES/CMS/321600/321603.2.png"
"967603","Ishan Porel","IC Porel","1998-9-5","","India","false","bowler","right-hand bat","right-arm medium","/db/PICTURES/CMS/340300/340307.1.png"
"969367","Yuvraj Chudasama","Y Chudasama","1995-11-23","","India","false","bowler","left-hand bat","legbreak",""
"977815","Ekant Sen ","E Sen","1995-6-21","","India","false","batsman","right-hand bat","right-arm medium","/db/PICTURES/CMS/314900/314995.jpg"
"990039","Shoriful Islam","Shoriful Islam","2001-6-3","","Bangladesh","true","bowler","left-hand bat","left-arm fast-medium","/db/PICTURES/CMS/323100/323175.1.png"
